Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Date_Joined_Year,Years_to_Unicorn,Year_Founded,Company_Age_2025,Log_Valuation,Is_Tech_Hub,Is_Silicon_Valley,Country_Tier,Investor_Count,Has_Top_VC,Is_Tech_Intensive,Ind_Enterprise_Tech,Ind_Fintech,Ind_Healthcare,Ind_Other,Era_2010-2014,Era_2015-2019,Era_2020+,Era_Pre-2000,ValCat_Medium,ValCat_Mega,ValCat_Small
Rebel Foods,1.4,2021-10-07,India,Pune,Consumer & Retail,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2021,10,2011,14,0.3364722366212129,0,0,2,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Stash,1.4,2021-02-03,United States,New York,Financial Services,"Goodwater Capital, Entree Capital, Valar Ventures",2021,6,2015,10,0.3364722366212129,1,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Rad Power Bikes,1.4,2021-10-28,United States,Seattle,Industrials,"Durable Capital Partners, Cercano Management, T. Rowe Price",2021,14,2007,18,0.3364722366212129,1,0,1,3,0,0,False,False,False,True,False,False,False,False,False,False,True
Clarify Health,1.4,2022-04-05,United States,San Francisco,Healthcare & Life Sciences,"KKR, Aspenwood Ventures, Spark Capital",2022,7,2015,10,0.3364722366212129,1,1,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Bucketplace,1.4,2022-05-09,South Korea,Seoul,Consumer & Retail,"IMM Investment, Mirae Asset Capital, BOND",2022,8,2014,11,0.3364722366212129,0,0,2,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Paddle,1.4,2022-05-09,United Kingdom,London,Enterprise Tech,"Notion Capital, Kindred Capital, BGF Ventures",2022,10,2012,13,0.3364722366212129,1,0,2,3,0,1,True,False,False,False,True,False,False,False,False,False,True
OneCard,1.4,2022-07-13,India,Pune,Financial Services,"Sequoia Capital India, Hummingbird Ventures, Matrix Partners India",2022,3,2019,6,0.3364722366212129,0,0,2,3,1,1,False,True,False,False,False,True,False,False,False,False,True
boAT,1.4,2022-10-28,India,Mumbai,Consumer & Retail,"Qualcomm Ventures, Fireside Ventures",2022,6,2016,9,0.3364722366212129,0,0,2,2,0,1,False,False,False,False,False,True,False,False,False,False,True
Phenom People,1.4,2021-04-07,United States,Ambler,Enterprise Tech,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",2021,10,2011,14,0.3364722366212129,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
GupShup,1.4,2021-04-08,United States,San Francisco,Enterprise Tech,"Helion Venture Partners, Tiger Global management, CRV",2021,10,2011,14,0.3364722366212129,1,1,1,3,1,1,True,False,False,False,True,False,False,False,False,False,True
Degreed,1.4,2021-04-13,United States,Pleasanton,Enterprise Tech,"Signal Peak Ventures, Owl Ventures, Jump Capital",2021,9,2012,13,0.3364722366212129,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Scalable Capital,1.4,2021-06-08,Germany,Munich,Financial Services,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2021,7,2014,11,0.3364722366212129,0,0,2,3,0,1,False,True,False,False,True,False,False,False,False,False,True
VideoAmp,1.4,2021-10-21,United States,Los Angeles,Enterprise Tech,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2021,7,2014,11,0.3364722366212129,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Panther Labs,1.4,2021-12-02,United States,San Francisco,Enterprise Tech,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2021,3,2018,7,0.3364722366212129,1,1,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Salt Security,1.4,2022-02-10,United States,Palo Alto,Enterprise Tech,"Y Combinator, S Capital, Tenaya Capital",2022,6,2016,9,0.3364722366212129,1,1,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Tripledot,2.0,2022-02-14,United Kingdom,London,Media & Entertainment,"Lightspeed Venture Partners, Access Industries, Eldridge",2022,6,2016,9,0.6931471805599453,1,0,2,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Nimble Rx,1.4,2022-06-14,United States,Redwood City,Healthcare & Life Sciences,"Sequoia Capital, Four Rivers Group, DAG Ventures",2022,8,2014,11,0.3364722366212129,0,0,1,3,1,0,False,False,True,False,True,False,False,False,False,False,True
Veepee,1.38,2007-07-02,France,La Plaine Saint-Denis,Consumer & Retail,"Summit Partners, Qatar Holding",2007,6,2001,24,0.3220834991691132,0,0,2,2,0,1,False,False,False,False,False,False,False,False,False,False,True
Neon,1.38,2022-02-14,Brazil,Sao Paulo,Financial Services,"Propel Venture Partners, Monashees+, BBVA",2022,6,2016,9,0.3220834991691132,0,0,3,3,0,1,False,True,False,False,False,True,False,False,False,False,True
Patreon,1.35,2020-09-02,United States,San Francisco,Media & Entertainment,"Index Ventures, Thrive Capital, CRV",2020,7,2013,12,0.30010459245033816,1,1,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Xpanceo,1.35,2025-07-08,United Arab Emirates,Dubai,Enterprise Tech,Opportunity Venture,2025,4,2021,4,0.30010459245033816,0,0,3,1,0,1,True,False,False,False,False,False,True,False,False,False,True
DeepBlue Technology,1.35,2018-04-16,China,Shanghai,Consumer & Retail,"DESUN Capital, Yunfeng Capital, Meridian Capital",2018,4,2014,11,0.30010459245033816,0,0,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Klook,1.35,2018-08-07,Hong Kong,Central,Consumer & Retail,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2018,4,2014,11,0.30010459245033816,0,0,3,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Epirus,1.35,2022-02-14,United States,Hawthorne,Industrials,"8VC, Bedrock Capital, Broom Ventures",2022,4,2018,7,0.30010459245033816,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Netradyne,1.34,2025-01-16,United States,San Diego,Industrials,"Point72 Ventures, SVB, Qualcomm Ventures",2025,10,2015,10,0.29266961396282004,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Signifyd,1.34,2021-04-15,United States,San Jose,Consumer & Retail,"Menlo Ventures, Resolute Ventures, IA Ventures",2021,10,2011,14,0.29266961396282004,1,1,1,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Tekever,1.33,2025-05-06,Portugal,Lisbon,Industrials,"Ventura Capital, Iberis Capital",2025,24,2001,24,0.28517894223366247,0,0,3,2,0,0,False,False,False,True,False,False,False,False,False,False,True
Motorway,1.33,2021-11-29,United Kingdom,London,Industrials,"Marchmont Ventures, BMW i Ventures, Index Ventures",2021,4,2017,8,0.28517894223366247,1,0,2,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Human Interest,1.33,2021-08-04,United States,San Francisco,Financial Services,"Wing Venture Capital, Slow Ventures, Uncork Capital",2021,6,2015,10,0.28517894223366247,1,1,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
RIDI,1.33,2022-01-24,South Korea,Seoul,Media & Entertainment,"Atinum Investment, Company K Partners, GIC",2022,14,2008,17,0.28517894223366247,0,0,2,3,0,1,False,False,False,False,False,False,False,False,False,False,True
Lyten,1.33,2023-09-12,United States,San Jose,Industrials,"Honeywell Ventures, Prime Movers Lab, Footprint Coalition Ventures",2023,8,2015,10,0.28517894223366247,1,1,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Flipboard,1.32,2015-07-22,United States,Palo Alto,Media & Entertainment,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",2015,5,2010,15,0.27763173659827955,1,1,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
GPclub,1.32,2018-10-22,South Korea,Seoul,Consumer & Retail,Goldman Sachs,2018,15,2003,22,0.27763173659827955,0,0,2,1,0,1,False,False,False,False,False,False,False,False,False,False,True
Tongdun Technology,1.32,2019-04-25,China,Hangzhou,Enterprise Tech,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2019,6,2013,12,0.27763173659827955,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Athletic Greens,1.32,2022-01-25,United States,New York,Healthcare & Life Sciences,"SC.Holdings, Not Boring Capital, Bolt Ventures",2022,12,2010,15,0.27763173659827955,1,0,1,3,0,0,False,False,True,False,True,False,False,False,False,False,True
Unisound,1.31,2018-07-19,China,Beijing,Enterprise Tech,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2018,6,2012,13,0.2700271372130602,1,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
Alzheon,1.31,2020-09-30,United States,Framingham,Healthcare & Life Sciences,"ARCH Venture Partners, Ally Bridge Group",2020,7,2013,12,0.2700271372130602,0,0,1,2,0,0,False,False,True,False,True,False,False,False,False,False,True
Unitree Robotics,1.3,2025-06-20,China,Hangzhou,Industrials,,2025,9,2016,9,0.26236426446749106,0,0,1,0,0,0,False,False,False,True,False,True,False,False,False,False,True
MasterControl,1.3,2022-12-15,United States,Salt Lake City,Healthcare & Life Sciences,InnoVentures Capital Partners,2022,29,1993,32,0.26236426446749106,0,0,1,1,0,0,False,False,True,False,False,False,False,True,False,False,True
24M Technology,1.3,2024-09-05,United States,Cambridge,Industrials,"North Bridge Venture Partners, CRV, Shumway Capital",2024,14,2010,15,0.26236426446749106,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
eFishery,1.3,2023-05-25,Indonesia,Bandung,Industrials,"Aqua-Spark, Wavemaker Partners, Peak XV Partners",2023,10,2013,12,0.26236426446749106,0,0,3,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Purplle,1.3,2022-06-09,India,Mumbai,Consumer & Retail,"Blume Ventures, JSW Ventures, IvyCap Ventures",2022,11,2011,14,0.26236426446749106,0,0,2,3,0,1,False,False,False,False,True,False,False,False,False,False,True
Zum,1.3,2024-01-31,United States,Redwood City,Industrials,"Sequoia Capital, BMW i Ventures, Spark Capital",2024,10,2014,11,0.26236426446749106,0,0,1,3,1,0,False,False,False,True,True,False,False,False,False,False,True
HeartFlow,1.3,2017-12-04,United States,Redwood City,Healthcare & Life Sciences,"BlueCross BlueShield Venture Partners, US Venture Partners",2017,10,2007,18,0.26236426446749106,0,0,1,2,0,0,False,False,True,False,False,False,False,False,False,False,True
Shiprocket,1.21,2022-08-16,India,New Delhi,Consumer & Retail,"Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors",2022,10,2012,13,0.1906203596086497,0,0,2,4,0,1,False,False,False,False,True,False,False,False,False,False,True
HashKey,1.3,2024-01-16,Hong Kong,Hong Kong,Financial Services,OKX Ventures,2024,6,2018,7,0.26236426446749106,0,0,3,1,0,1,False,True,False,False,False,True,False,False,False,False,True
Everly Health,1.3,2020-12-03,United States,Austin,Healthcare & Life Sciences,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2020,5,2015,10,0.26236426446749106,0,0,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
Nothing,1.3,2025-09-15,United Kingdom,London,Consumer & Retail,"Tiger Global Management, C Ventures, EQT Ventures",2025,5,2020,5,0.26236426446749106,1,0,2,3,1,1,False,False,False,False,False,False,True,False,False,False,True
Manner,1.3,2020-12-24,China,Shanghai,Consumer & Retail,"Coatue Management, H Capital, Capital Today",2020,5,2015,10,0.26236426446749106,0,0,1,3,0,1,False,False,False,False,False,True,False,False,False,False,True
DistroKid,1.3,2021-08-16,United States,New York,Media & Entertainment,"Insight Partners, Silversmith Capital Partners, Spotify",2021,8,2013,12,0.26236426446749106,1,0,1,3,1,1,False,False,False,False,True,False,False,False,False,False,True
Konfio,1.3,2021-09-29,Mexico,Mexico City,Financial Services,"Kaszek Ventures, QED Investors, International Finance Corporation",2021,8,2013,12,0.26236426446749106,0,0,3,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Betterment,1.3,2021-09-29,United States,New York,Financial Services,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2021,11,2010,15,0.26236426446749106,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
Flock Freight,1.3,2021-10-20,United States,Encinitas,Industrials,"SignalFire, GLP Capital Partners, Google Ventures",2021,6,2015,10,0.26236426446749106,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
YugaByte,1.3,2021-10-28,United States,Sunnyvale,Enterprise Tech,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2021,5,2016,9,0.26236426446749106,0,0,1,3,1,1,True,False,False,False,False,True,False,False,False,False,True
Lukka,1.3,2022-01-14,United States,New York,Financial Services,"Liberty City Ventures, Soros Fund Management, Summer Capital",2022,8,2014,11,0.26236426446749106,1,0,1,3,0,1,False,True,False,False,True,False,False,False,False,False,True
iTrustCapital,1.3,2022-01-11,United States,Long Beach,Financial Services,"Left Lane Capital, Walden Venture Capital",2022,4,2018,7,0.26236426446749106,0,0,1,2,0,1,False,True,False,False,False,True,False,False,False,False,True
Domestika,1.3,2022-01-27,United States,Berkeley,Media & Entertainment,"Zeev Ventures, GSV Ventures",2022,10,2012,13,0.26236426446749106,0,0,1,2,0,1,False,False,False,False,True,False,False,False,False,False,True
CoinTracker,1.3,2022-01-27,United States,San Francisco,Financial Services,"Initialized Capital, General Catalyst, Kraken Ventures",2022,5,2017,8,0.26236426446749106,1,1,1,3,1,1,False,True,False,False,False,True,False,False,False,False,True
Loadsmart,1.3,2022-02-01,United States,New York,Industrials,"Chromo Invest, Maersk Growth, BlackRock",2022,8,2014,11,0.26236426446749106,1,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
TUNGEE,1.3,2021-12-15,China,Guangzhou,Enterprise Tech,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2021,5,2016,9,0.26236426446749106,0,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Yubi,1.5,2022-03-07,India,Chennai,Financial Services,"Insight Partners, B Capital Group, Lightspeed Venture Partners",2022,2,2020,5,0.4054651081081644,0,0,2,3,1,1,False,True,False,False,False,False,True,False,False,False,True
LinkTree,1.3,2022-03-16,Australia,Melbourne,Media & Entertainment,"AirTree Ventures, Insight Partners, Index Ventures",2022,6,2016,9,0.26236426446749106,0,0,3,3,1,1,False,False,False,False,False,True,False,False,False,False,True
Clipboard Health,1.3,2022-02-01,United States,San Francisco,Healthcare & Life Sciences,"Caffeinated Capital, Initialized Capital, Y Combinator",2022,6,2016,9,0.26236426446749106,1,1,1,3,0,0,False,False,True,False,False,True,False,False,False,False,True
STORD,1.5,2021-09-13,United States,Atlanta,Industrials,"Dynamo VC, Susa Ventures, Founders Fund",2021,6,2015,10,0.4054651081081644,0,0,1,3,0,0,False,False,False,True,False,True,False,False,False,False,True
Optibus,1.3,2022-05-16,Israel,Tel Aviv,Industrials,"Bessemer Venture Partners, Insight Partners, Pitango Venture Capital",2022,8,2014,11,0.26236426446749106,1,0,2,3,1,0,False,False,False,True,True,False,False,False,False,False,True
Keyfactor,1.3,2023-10-24,United States,Independence,Enterprise Tech,"GM Ventures, Plymouth Growth Partners, Insight Partners",2023,22,2001,24,0.26236426446749106,0,0,1,3,1,1,True,False,False,False,False,False,False,False,False,False,True
Equashield,1.3,2022-10-06,United States,Port Washington,Healthcare & Life Sciences,Nordic Capital,2022,13,2009,16,0.26236426446749106,0,0,1,1,0,0,False,False,True,False,False,False,False,False,False,False,True
Intercom,1.28,2018-03-27,United States,San Francisco,Enterprise Tech,"FirstMark Capital, Tiger Global Management",2018,7,2011,14,0.2468600779315258,1,1,1,2,1,1,True,False,False,False,True,False,False,False,False,False,True
OVO Energy,1.28,2019-02-14,United Kingdom,Bristol,Industrials,"Mitsubishi Corporation, Mayfair Equity Partners",2019,10,2009,16,0.2468600779315258,0,0,2,2,0,0,False,False,False,True,False,False,False,False,False,False,True
Huisuanzhang,1.28,2021-05-24,China,Beijing,Financial Services,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2021,6,2015,10,0.2468600779315258,1,0,1,3,0,1,False,True,False,False,False,True,False,False,False,False,True
WTOIP,1.27,2018-04-08,China,Guangzhou,Enterprise Tech,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",2018,5,2013,12,0.23901690047049992,0,0,1,3,0,1,True,False,False,False,True,False,False,False,False,False,True
PeopleCert,1.27,2021-06-23,Greece,Athens,Enterprise Tech,FTV Capital,2021,21,2000,25,0.23901690047049992,0,0,3,1,0,1,True,False,False,False,False,False,False,False,False,False,True
Greater Bay Technology,1.26,2022-04-02,China,Guangzhou,Industrials,"Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.",2022,2,2020,5,0.23111172096338664,0,0,1,3,0,0,False,False,False,True,False,False,True,False,False,False,True
JMGO,1.26,2022-03-15,China,Shenzhen,Industrials,"IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group",2022,11,2011,14,0.23111172096338664,1,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Linear,1.25,2025-06-10,United States,San Francisco,Enterprise Tech,Accel,2025,6,2019,6,0.22314355131420976,1,1,1,1,1,1,True,False,False,False,False,True,False,False,False,False,True
Gecko Robotics,1.25,2025-06-12,United States,Pittsburgh,Industrials,"Founders Fund, Drive Capital, US Innovative Technology Fund",2025,12,2013,12,0.22314355131420976,0,0,1,3,0,0,False,False,False,True,True,False,False,False,False,False,True
Clay,1.25,2020-12-16,United States,New York,Enterprise Tech,"Sequoia Capital, First Round Capital",2020,3,2017,8,0.22314355131420976,1,0,1,2,1,1,True,False,False,False,False,True,False,False,False,False,True
BigID,1.25,2020-12-16,United States,New York,Enterprise Tech,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2020,5,2015,10,0.22314355131420976,1,0,1,3,0,1,True,False,False,False,False,True,False,False,False,False,True
Polyhedra Network,1.25,2024-03-14,United States,San Francisco,Enterprise Tech,"MH Ventures, Symbolic Capital, UOB Venture Management",2024,2,2022,3,0.22314355131420976,1,1,1,3,0,1,True,False,False,False,False,False,True,False,False,False,True
